@relation statistic_data_set

@attribute compression numeric
@attribute entropy numeric
@attribute languageIC numeric
@attribute longestWord numeric
@attribute fileSize numeric
@attribute class {yes,no}

@data
0.302786,4.931904,0.069466,50,1364,no
1.205128,4.128494,0.043185,14,39,no
0.519492,5.133665,0.052015,30,1103,no
0.393609,5.648346,0.04307,71,2660,no
0.441019,3.920069,0.230541,71,746,no
0.287372,5.59127,0.098658,71,9653,no
0.24214,5.964502,0.078967,71,16635,no
0.387324,5.919093,0.06822,71,3692,no
0.253634,5.975286,0.117671,71,20159,no
0.240052,5.89979,0.128604,71,7715,no
0.274064,5.660838,0.106057,71,6867,no
0.295095,5.726317,0.095604,71,5056,no
0.28978,5.559259,0.091412,71,4990,no
0.294638,5.670247,0.087148,71,5427,no
0.324826,5.808193,0.076777,71,5329,no
0.264335,5.703204,0.089464,71,6034,no
0.279323,5.475746,0.085645,71,3956,no
0.283234,5.515422,0.08792,71,4032,no
0.254606,5.629191,0.102071,71,5373,no
0.254923,5.615845,0.08816,71,5535,no
0.245417,5.549281,0.09757,71,8455,no
0.365135,3.814407,0.192243,71,849,no
0.386604,3.85549,0.190154,71,851,no
0.363722,4.187741,0.147858,71,1064,no
0.230487,5.771572,0.089423,71,5996,no
0.444878,5.306358,0.128187,1228,9216,no
1.013953,5.883823,0.016779,47,215,no
0.348289,4.845432,0.090942,71,1783,no
0.392745,4.788001,0.100424,71,1599,no
0.363048,4.94568,0.069072,71,2165,no
0.343636,4.927796,0.067415,87,2200,no
0.368486,4.726358,0.081843,71,1631,no
0.386584,4.362381,0.123599,71,1133,no
0.849057,4.420797,0.045642,17,106,no
0.27322,5.333602,0.117826,17,1292,no
0.885417,4.361224,0.048904,14,96,no
0.32422,5.031421,0.074205,71,3109,no
0.297597,5.450299,0.1127,117,10111,no
0.34853,5.543985,0.0827,71,3334,no
0.360928,5.019804,0.086476,71,2585,no
0.284399,5.345597,0.092361,71,4237,no
0.237742,5.468953,0.092036,81,10932,no
0.321862,5.514319,0.085471,71,3051,no
0.205781,5.567975,0.090927,71,9894,no
0.279417,5.82527,0.076938,71,5694,no
0.210739,5.558654,0.096412,83,12627,no
0.597744,5.276779,0.042298,16,1064,no
0.244886,5.258484,0.140655,71,9923,no
0.271516,5.033756,0.096393,71,3753,no
0.215442,5.300053,0.085034,71,11864,no
0.37092,4.546868,0.114676,71,1348,no
0.262855,5.558459,0.101829,71,11455,no
0.378212,4.157474,0.152555,71,973,no
0.316791,5.149893,0.09328,71,2680,no
0.223456,5.506354,0.082371,71,6216,no
0.304974,5.561591,0.089641,71,5489,no
0.28626,5.25973,0.106652,71,4716,no
0.379989,5.027915,0.090198,71,1779,no
0.277039,5.477009,0.07911,71,5039,no
0.273216,5.366158,0.068085,71,5761,no
0.223171,5.560639,0.097125,71,20966,no
0.354068,5.611395,0.076374,71,3392,no
0.456598,5.02753,0.101577,71,1417,no
0.290079,5.735945,0.086685,71,6088,no
0.267748,5.719473,0.090819,71,6353,no
0.405616,5.23905,0.091875,71,1923,no
0.360185,5.15577,0.105991,71,2160,no
0.359474,5.017579,0.108004,71,1900,no
0.328052,5.592907,0.092464,71,3850,no
0.206125,5.774468,0.11896,71,26775,no
0.233282,6.081635,0.108264,71,26483,no
0.329165,5.574057,0.090774,71,3998,no
0.345185,5.489863,0.089731,71,3375,no
0.308379,5.536781,0.065486,44,3807,no
0.341752,5.534181,0.098111,71,3128,no
0.322783,5.698965,0.093459,71,4139,no
0.422547,4.614916,0.116335,71,1162,no
0.40981,4.63163,0.111267,71,1264,no
0.424959,4.671016,0.114503,71,1226,no
0.190957,5.880702,0.123177,71,73294,no
0.338147,5.836813,0.059808,74,6509,no
0.35658,5.820693,0.114624,71,5965,no
0.387793,5.782644,0.094879,71,4260,no
0.295913,5.933465,0.091338,71,7046,no
0.450325,4.56475,0.13712,71,1077,no
0.332865,5.447886,0.076151,71,3557,no
0.40603,4.216009,0.152798,71,995,no
0.409334,4.683865,0.112764,71,1307,no
0.446162,5.470211,0.070882,71,1876,no
0.26787,5.622046,0.113435,71,8198,no
0.359862,4.357794,0.123017,71,1156,no
0.375132,4.029963,0.161329,71,949,no
0.414617,4.944426,0.096026,71,1464,no
0.386733,3.806768,0.206781,71,799,no
0.413894,4.281468,0.145763,71,1022,no
0.353728,4.652338,0.10681,71,1569,no
0.428158,4.337468,0.142466,71,1037,no
0.416045,5.161843,0.100383,71,1608,no
0.244461,5.929221,0.107085,71,10922,no
0.37382,5.705605,0.036292,71,3812,no
0.2653,5.930393,0.087199,71,6928,no
0.223429,5.813634,0.110873,71,18695,no
0.387122,5.709066,0.07577,91,3867,no
0.311782,5.847682,0.107156,71,8012,no
0.444828,4.098631,0.1828,71,870,no
0.296386,5.70907,0.09414,71,5341,no
0.24125,5.777182,0.137514,71,10972,no
0.425733,4.393403,0.142581,71,1057,no
0.170392,5.89256,0.134497,71,25236,no
0.19647,5.872213,0.112306,71,44246,no
0.33018,4.885881,0.089807,71,2220,no
0.235217,5.420537,0.099818,71,5361,no
0.281844,5.458121,0.092133,71,6681,no
0.278216,5.429486,0.08985,71,5201,no
0.387381,4.69189,0.090045,71,1474,no
0.333702,4.823019,0.085493,71,1810,no
0.415858,5.639244,0.070614,71,2472,no
0.281386,5.234455,0.132441,71,5050,no
0.285152,5.345789,0.12194,71,6095,no
0.377919,5.280237,0.10771,71,2355,no
0.209798,5.616134,0.096246,71,30863,no
0.199109,5.934569,0.116849,180,47341,no
0.434725,4.975772,0.103359,71,1509,no
0.434697,5.355908,0.078811,74,2029,no
0.377857,5.295815,0.079276,71,2538,no
0.336681,5.305611,0.084416,71,2489,no
0.325282,5.591542,0.079928,71,3105,no
0.267669,5.619541,0.090581,77,8249,no
0.182774,5.80465,0.12962,71,58471,no
0.331246,5.358774,0.079969,71,3354,no
0.332516,5.499812,0.077118,71,3672,no
0.317438,5.3249,0.081227,71,3544,no
0.207338,5.647391,0.098986,71,11093,no
0.392245,5.582621,0.079518,71,2218,no
0.197488,5.800417,0.09831,71,24204,no
0.275063,5.995623,0.131691,76,12608,no
0.209068,6.079828,0.150398,101,46095,no
0.256744,5.760358,0.159651,71,12530,no
0.184364,5.967297,0.12646,71,38142,no
0.305923,5.747158,0.084975,71,4913,no
0.314433,5.818256,0.075696,71,5432,no
0.28019,5.720034,0.082683,71,5689,no
0.26628,5.706169,0.095866,47,4822,no
0.312006,5.623445,0.101778,44,3798,no
0.37099,4.616769,0.103411,71,1434,no
0.387983,5.009016,0.082094,51,1165,no
0.434663,3.820393,0.24222,71,727,no
0.6689,5.801693,0.027748,70,1045,no
0.44684,5.611834,0.078632,58,2041,no
0.242744,5.578184,0.178364,62,17228,no
1.275862,3.909368,0.041872,14,29,no
0.46027,6.55461,0.048603,1503,15706,no
0.4,3.863706,0.201408,71,815,no
0.356618,4.91655,0.0719,71,1632,no
1.285714,3.923252,0.039683,13,28,no
0.482234,5.127687,0.049448,36,591,no
0.309654,5.071786,0.096415,71,2745,no
0.307478,5.129984,0.070492,66,1792,no
0.34283,4.940475,0.069345,71,2106,no
1.444444,3.614369,0.03268,7,18,no
0.624434,5.479538,0.03958,44,663,no
0.618852,5.209862,0.040117,42,488,no
0.383178,5.864582,0.092443,42,2354,no
0.648889,5.20219,0.041524,42,450,no
0.616162,5.203231,0.039586,42,495,no
0.595784,5.756628,0.062641,42,1091,no
0.485618,5.486594,0.087862,42,1182,no
0.250966,5.670962,0.109508,66,13197,no
0.527052,5.698842,0.046745,42,1072,no
0.365201,5.672828,0.079885,48,3138,no
0.568716,5.703361,0.073856,42,1106,no
0.564716,5.703437,0.072171,42,1128,no
0.581478,5.702122,0.05602,44,1123,no
